minx    miny    width    height    
453    0    119    91    
690    1    22    24    
624    2    58    47    
683    2    28    34    
543    152    15    18    
636    307    30    27    
488    317    11    24    
538    347    29    43    
608    354    39    37    
693    375    18    16    
523    391    29    27    
638    406    34    33    
553    412    9    18    
462    422    25    18    
704    423    8    32    
588    460    13    24    
693    467    18    26    
547    475    20    16    
553    514    14    13    
564    523    24    21    
627    527    15    19    
587    544    22    14    
651    617    18    20    
573    635    34    32    
650    686    31    34    
528    711    20    24    
631    719    42    33    
647    751    37    17    
683    756    29    29    
644    783    30    27    
694    790    13    22    
694    802    18    36    
