minx    miny    width    height    
984    0    7    34    
1013    0    11    1024    
718    1    14    20    
993    1    18    1022    
199    7    33    18    
983    97    2    108    
352    128    21    13    
551    173    19    14    
145    178    19    20    
267    187    23    13    
287    191    61    27    
149    197    22    19    
459    200    47    18    
87    212    21    24    
285    218    23    13    
501    221    20    18    
330    224    16    15    
984    225    2    104    
186    238    24    13    
505    246    21    25    
160    264    22    13    
12    278    21    31    
105    278    17    13    
179    296    21    18    
281    303    30    21    
139    311    71    60    
27    313    20    12    
342    323    27    15    
235    338    49    23    
358    338    42    37    
985    361    2    356    
497    374    31    20    
343    380    71    66    
470    382    28    17    
258    410    54    34    
24    411    30    23    
180    414    50    17    
707    420    10    24    
599    432    54    36    
69    437    26    12    
154    442    39    9    
402    458    32    22    
257    463    25    22    
379    478    26    19    
328    480    36    26    
251    484    21    12    
438    490    32    31    
716    490    19    61    
523    493    27    18    
31    499    46    55    
297    499    31    17    
156    509    39    41    
414    522    21    30    
376    523    38    47    
295    525    34    38    
586    529    37    37    
516    531    16    17    
464    546    18    21    
348    553    18    23    
97    557    26    27    
459    566    23    28    
598    567    23    14    
271    569    24    14    
382    569    16    15    
431    583    53    59    
219    589    87    77    
620    593    20    18    
107    606    17    21    
204    665    32    23    
375    672    23    20    
541    690    28    22    
207    691    18    13    
514    702    16    15    
529    719    41    15    
400    730    38    29    
376    737    19    13    
140    738    16    32    
528    743    42    27    
345    745    25    18    
487    751    50    28    
373    754    59    34    
230    776    19    16    
255    776    33    36    
538    784    31    28    
456    800    57    29    
256    813    25    10    
436    817    25    12    
519    852    18    14    
577    871    20    15    
985    901    7    123    
