minx    miny    width    height    
567    0    66    2    
691    0    145    2    
602    6    12    20    
359    12    9    34    
673    54    19    25    
356    60    21    12    
837    72    1    212    
307    102    22    15    
594    210    29    21    
563    226    22    17    
564    242    32    14    
409    246    13    15    
695    290    22    23    
733    305    17    15    
527    323    23    10    
611    328    37    17    
737    349    24    22    
489    372    25    19    
642    384    25    16    
523    397    22    21    
497    406    114    70    
714    415    21    21    
410    421    47    26    
618    421    21    21    
584    446    44    44    
557    469    31    30    
438    475    35    18    
392    479    28    18    
428    502    20    15    
789    516    28    20    
549    521    40    23    
326    530    14    20    
280    535    11    30    
584    535    38    35    
736    553    53    34    
615    558    32    25    
686    572    21    18    
665    581    15    21    
501    584    17    17    
800    587    31    19    
819    592    18    23    
678    615    23    19    
692    616    26    16    
335    627    37    24    
686    631    25    26    
516    643    37    21    
700    658    22    19    
671    666    21    23    
635    671    13    30    
644    671    31    39    
587    687    16    21    
239    690    19    40    
523    702    26    20    
717    731    18    30    
265    755    21    33    
446    761    26    40    
393    809    16    25    
768    823    15    22    
543    848    18    15    
567    861    19    17    
622    882    21    11    
312    912    20    16    
