minx    miny    width    height    
187    0    155    2    
768    1    70    100    
732    2    27    13    
827    107    11    25    
821    144    16    17    
554    219    21    14    
743    248    34    13    
818    274    14    14    
502    285    34    37    
677    301    34    16    
566    332    74    55    
788    339    15    19    
627    368    22    13    
447    380    24    31    
551    389    37    18    
514    415    29    13    
446    416    22    11    
425    428    31    25    
592    429    21    14    
567    435    23    18    
815    473    23    49    
508    487    27    20    
677    489    28    23    
725    497    36    22    
557    511    17    15    
531    537    26    22    
744    544    23    15    
410    548    17    15    
757    549    42    36    
823    572    15    15    
449    590    15    24    
742    599    21    12    
644    635    30    13    
428    658    20    18    
537    661    21    14    
816    689    20    20    
740    694    20    10    
779    701    30    19    
756    703    32    16    
578    706    60    48    
353    723    16    14    
625    751    24    22    
340    774    27    16    
814    797    24    20    
772    810    29    9    
428    827    14    17    
622    847    25    11    
726    848    41    18    
537    857    24    11    
823    859    14    36    
559    872    21    13    
798    874    22    22    
681    896    13    17    
546    935    17    14    
564    936    22    18    
738    946    25    24    
714    973    20    13    
693    976    29    10    
806    977    32    9    
625    978    34    8    
500    1004    19    13    
732    1013    19    11    
