minx    miny    width    height    
297    0    75    117    
312    0    29    38    
718    0    82    107    
283    1    19    42    
216    4    40    10    
758    184    9    21    
406    214    17    17    
282    355    107    91    
223    357    19    25    
445    413    23    18    
538    416    19    20    
423    424    17    20    
514    430    25    15    
448    433    20    19    
491    434    19    33    
526    453    49    51    
328    471    21    11    
503    476    30    38    
349    484    23    12    
375    493    19    15    
366    504    25    17    
537    513    26    20    
598    518    13    14    
453    522    27    16    
189    525    32    29    
291    554    32    29    
481    564    29    19    
377    581    18    22    
575    592    20    39    
358    599    22    17    
302    605    21    19    
545    634    10    27    
353    650    42    26    
431    691    20    24    
491    719    25    11    
397    741    34    36    
433    773    34    13    
259    793    40    24    
397    805    35    16    
357    821    14    12    
