minx    miny    width    height    
257    0    28    45    
366    0    110    41    
477    1    38    18    
304    54    22    21    
256    57    2    308    
374    83    16    16    
339    365    22    23    
258    416    17    18    
321    417    23    17    
383    439    23    13    
380    516    16    14    
425    545    16    26    
445    572    19    15    
342    581    21    11    
372    584    19    25    
410    585    23    23    
393    586    25    23    
533    597    29    37    
486    604    31    35    
269    607    21    12    
400    612    22    16    
447    614    16    14    
442    637    126    171    
333    689    21    24    
389    699    20    15    
435    706    22    22    
378    741    24    16    
428    745    18    18    
447    802    48    19    
328    809    19    13    
274    819    26    20    
320    858    22    15    
346    859    31    9    
257    868    13    16    
333    875    22    20    
274    885    36    25    
257    896    21    33    
306    915    27    20    
324    917    31    16    
257    960    36    21    
