minx    miny    width    height    
257    0    192    340    
322    21    15    16    
256    87    1    261    
416    252    36    31    
431    381    15    19    
405    460    16    12    
423    529    27    23    
382    545    22    19    
536    546    24    21    
490    573    66    54    
359    588    20    16    
586    595    25    15    
464    598    40    33    
449    620    17    18    
479    636    19    14    
291    647    22    17    
538    681    15    16    
319    688    23    12    
406    717    25    16    
496    763    26    12    
