minx    miny    width    height    
240    0    32    32    
988    0    25    1024    
1012    0    12    1024    
342    37    14    22    
24    63    17    18    
22    94    26    22    
405    104    21    12    
153    122    26    37    
309    222    29    12    
437    266    61    62    
218    299    18    11    
238    299    30    19    
130    309    28    23    
369    311    36    26    
655    357    25    37    
581    362    32    23    
315    367    29    19    
596    370    27    23    
436    371    29    29    
584    384    21    13    
610    420    23    14    
318    433    13    18    
588    439    33    16    
177    440    36    13    
694    444    13    16    
623    456    20    24    
77    459    18    25    
190    460    52    12    
418    461    15    20    
657    464    35    28    
697    464    20    13    
232    473    28    14    
226    486    24    12    
686    492    20    22    
241    497    68    28    
14    518    13    20    
660    526    58    52    
505    537    28    17    
463    544    25    17    
20    563    26    12    
689    595    18    18    
164    596    59    24    
148    608    29    11    
428    614    57    26    
14    624    18    18    
413    624    54    28    
189    625    69    35    
508    626    22    10    
288    630    19    13    
663    635    19    15    
510    640    19    19    
816    645    15    17    
339    652    30    12    
566    653    39    22    
72    657    27    10    
764    665    24    32    
241    666    23    11    
645    676    22    12    
716    676    21    20    
441    696    21    18    
484    699    18    12    
94    708    24    14    
625    710    18    22    
470    726    19    13    
781    727    15    14    
637    728    30    16    
485    735    58    30    
636    736    43    32    
156    743    18    13    
455    748    45    30    
548    752    55    23    
171    757    24    22    
486    757    37    19    
375    761    17    14    
523    761    23    17    
539    773    22    11    
629    780    19    21    
466    784    21    12    
171    797    22    16    
129    806    26    26    
549    813    49    34    
526    825    18    13    
306    861    20    14    
619    904    18    14    
432    922    22    17    
578    922    31    21    
455    927    29    18    
701    941    29    27    
13    976    13    47    
