minx    miny    width    height    
188    0    232    1    
771    0    67    2    
716    2    121    248    
837    11    1    246    
592    18    19    39    
661    40    72    120    
758    205    23    16    
195    301    14    19    
837    321    1    525    
507    395    23    22    
735    397    29    27    
790    398    29    31    
802    467    34    20    
811    490    25    27    
723    513    31    32    
727    537    22    17    
791    563    46    22    
725    571    25    18    
733    621    52    21    
514    644    37    29    
696    650    33    21    
765    650    22    12    
582    651    28    12    
731    686    26    12    
692    689    20    13    
643    693    22    13    
741    705    38    20    
788    733    33    21    
455    734    59    24    
633    754    18    17    
764    774    24    14    
697    784    25    15    
595    798    37    22    
784    800    34    20    
800    818    35    34    
775    822    21    16    
693    831    22    12    
532    845    21    14    
684    850    21    13    
545    859    23    15    
580    900    20    14    
817    908    20    67    
625    948    37    11    
801    989    25    35    
823    989    14    35    
