minx    miny    width    height    
188    1    140    377    
187    56    1    336    
188    56    1    135    
673    61    97    147    
195    121    16    13    
381    131    20    15    
307    177    16    22    
321    341    19    16    
519    446    14    17    
545    470    20    17    
453    491    33    23    
540    511    24    25    
255    521    49    37    
472    522    22    16    
641    537    10    21    
401    539    27    18    
437    544    17    20    
475    582    25    15    
353    592    19    17    
444    593    17    18    
510    601    23    21    
191    607    40    25    
573    613    24    29    
338    614    37    22    
188    616    27    20    
516    629    40    20    
602    630    11    18    
342    645    24    18    
307    658    33    42    
553    683    22    22    
643    701    18    20    
484    727    18    12    
488    768    27    18    
565    771    24    23    
440    784    28    11    
496    786    26    12    
425    796    24    19    
188    813    9    48    
405    829    40    22    
297    846    28    17    
422    852    19    14    
