minx    miny    width    height    
680    8    48    31    
285    31    106    77    
379    108    21    15    
271    131    19    11    
439    163    19    15    
310    165    34    18    
403    184    22    12    
238    189    14    19    
296    193    26    28    
520    201    30    19    
343    214    21    18    
272    226    26    12    
544    229    14    18    
429    231    22    31    
420    233    17    14    
302    234    23    25    
275    245    26    17    
361    247    34    20    
449    258    16    17    
309    261    26    23    
471    261    26    21    
279    270    28    16    
344    273    29    29    
201    280    15    23    
456    288    25    17    
493    294    23    9    
289    295    27    20    
194    304    20    16    
360    306    19    15    
547    308    15    17    
235    310    15    22    
337    314    21    15    
190    317    19    25    
497    317    17    18    
529    319    30    33    
264    322    30    40    
188    340    16    20    
415    350    24    22    
479    356    34    22    
450    357    24    28    
537    370    16    17    
414    380    25    22    
192    385    14    18    
478    395    29    18    
607    415    25    31    
508    454    24    44    
480    462    21    19    
555    466    21    29    
608    466    21    22    
330    470    29    19    
480    480    16    18    
606    481    11    21    
308    485    25    21    
516    502    16    23    
334    538    26    14    
196    541    25    28    
266    549    28    16    
429    553    12    24    
253    575    35    35    
213    585    25    25    
213    589    22    21    
290    589    30    25    
594    592    16    21    
663    593    30    28    
562    600    24    37    
189    611    35    46    
344    619    28    12    
413    639    22    19    
317    644    27    19    
585    644    24    19    
287    661    45    23    
271    683    19    14    
471    685    34    16    
355    699    29    14    
629    717    19    21    
189    723    26    15    
314    753    32    23    
411    755    39    26    
360    763    29    19    
239    777    22    14    
486    778    43    20    
264    784    17    30    
372    785    56    27    
400    785    25    11    
349    793    24    17    
626    794    25    19    
382    816    36    13    
338    825    32    24    
430    835    24    13    
436    848    22    14    
220    858    25    27    
243    859    24    17    
471    877    19    12    
519    880    26    8    
304    889    22    14    
316    943    37    17    
467    944    45    28    
