minx    miny    width    height    
11    0    1    238    
303    0    19    16    
788    0    99    193    
886    0    28    141    
1012    0    1    1024    
1013    0    11    1024    
590    1    6    39    
782    18    6    185    
599    43    42    14    
886    89    7    26    
142    94    15    23    
887    142    25    39    
166    149    18    23    
74    152    14    17    
795    189    26    9    
877    220    17    20    
586    223    22    36    
626    223    18    18    
231    231    21    15    
846    232    10    40    
141    259    36    34    
579    274    14    24    
39    314    19    18    
196    330    25    35    
382    335    25    9    
128    353    41    28    
12    409    1    214    
381    410    40    24    
61    487    42    37    
235    491    24    13    
55    499    23    23    
41    513    22    16    
285    548    17    12    
23    552    21    21    
462    554    63    43    
436    557    30    22    
370    571    20    20    
535    580    24    14    
372    600    24    16    
92    613    50    33    
358    616    14    22    
146    636    16    14    
336    655    43    36    
438    670    23    27    
213    677    27    41    
298    690    15    19    
136    695    69    60    
260    719    26    25    
162    741    32    45    
826    842    11    76    
801    857    26    58    
821    872    7    44    
13    957    30    67    
