minx    miny    width    height    
262    0    84    66    
626    0    91    2    
560    2    25    25    
605    161    94    71    
506    197    16    15    
675    237    20    16    
540    243    18    21    
668    258    43    26    
570    280    25    17    
423    295    31    25    
819    295    17    94    
439    299    48    35    
621    303    19    11    
706    305    19    19    
530    306    25    31    
682    338    24    12    
683    360    17    11    
517    368    51    27    
407    388    62    50    
828    394    8    48    
585    443    27    21    
362    445    15    29    
331    448    15    22    
464    457    23    10    
523    459    19    19    
532    484    41    35    
740    494    41    21    
602    501    34    10    
484    519    24    13    
607    530    26    18    
362    536    11    23    
339    544    21    23    
320    552    18    44    
723    565    31    17    
614    570    40    17    
472    577    28    14    
530    581    44    23    
618    588    64    42    
540    593    41    29    
302    608    14    21    
527    641    39    18    
486    644    35    38    
377    682    17    18    
295    698    24    19    
751    698    23    20    
285    704    18    22    
561    718    40    36    
543    820    24    18    
588    831    24    18    
