minx    miny    width    height    
256    38    31    73    
439    130    20    16    
400    245    15    16    
371    272    16    23    
313    285    18    24    
365    301    22    21    
375    324    38    18    
359    392    48    21    
284    409    17    19    
428    426    22    18    
474    436    22    17    
455    499    18    15    
347    502    39    47    
372    534    18    19    
314    538    17    11    
317    552    22    18    
384    553    18    18    
486    554    21    17    
437    563    38    28    
409    583    20    17    
329    609    18    18    
256    659    35    42    
381    660    25    16    
367    786    24    21    
