minx    miny    width    height    
0    0    13    1024    
12    0    68    1024    
82    0    12    1024    
948    0    65    93    
73    1    16    1022    
89    57    5    114    
234    140    65    26    
743    157    17    17    
91    172    7    549    
631    294    18    16    
735    352    17    12    
496    355    22    23    
607    361    20    24    
788    364    24    17    
499    369    36    35    
706    384    18    21    
694    442    32    26    
646    445    28    70    
417    471    18    17    
958    488    16    19    
462    494    15    17    
780    496    18    18    
847    521    22    19    
419    525    58    48    
404    528    10    21    
473    541    41    32    
634    547    15    21    
737    551    45    28    
464    581    35    27    
708    603    54    36    
707    614    98    56    
565    622    64    75    
339    670    19    24    
339    686    16    17    
522    689    21    24    
482    690    25    20    
637    692    23    19    
354    698    13    30    
668    699    17    13    
457    707    39    27    
744    713    16    13    
94    723    5    246    
828    728    27    27    
640    732    20    18    
664    740    24    13    
697    742    32    18    
756    743    22    17    
493    753    21    17    
728    753    38    26    
387    757    13    15    
707    769    17    16    
464    787    27    13    
678    794    31    25    
625    796    40    23    
402    797    20    15    
519    824    36    19    
510    835    59    49    
419    838    31    24    
679    841    23    13    
613    849    29    28    
457    861    18    15    
457    880    26    18    
546    890    29    30    
586    894    44    23    
641    905    22    8    
664    946    24    16    
589    986    74    3    
