minx    miny    width    height    
188    0    48    36    
655    0    117    2    
796    0    41    111    
618    1    44    30    
188    52    39    30    
619    84    33    23    
683    84    26    14    
764    134    53    33    
813    140    12    20    
765    234    35    14    
696    255    35    14    
592    261    39    32    
537    269    68    51    
535    315    22    13    
729    341    24    18    
619    362    37    11    
480    374    81    58    
806    388    29    18    
619    395    31    29    
604    405    12    25    
696    429    62    44    
619    435    20    13    
588    443    29    19    
722    492    24    17    
637    551    33    25    
462    559    60    51    
643    573    29    16    
709    586    41    25    
546    605    17    14    
619    607    62    34    
792    609    42    27    
571    617    22    13    
581    628    21    17    
628    634    92    45    
594    683    22    11    
705    683    94    42    
577    697    24    15    
793    722    34    22    
722    730    20    14    
758    732    17    14    
740    750    31    26    
830    767    6    27    
832    915    6    30    
