minx    miny    width    height    
256    0    1    238    
325    1    116    138    
257    2    42    178    
256    238    1    344    
348    354    12    32    
371    369    15    24    
459    386    28    35    
347    416    13    23    
460    466    22    23    
419    489    19    13    
400    593    18    14    
282    594    15    13    
340    643    34    33    
256    644    1    179    
365    680    20    16    
453    708    24    31    
336    732    23    27    
330    790    19    18    
313    824    24    18    
