minx    miny    width    height    
721    0    90    2    
719    2    118    200    
836    2    2    115    
653    95    60    51    
681    213    34    22    
609    310    28    15    
514    316    47    58    
706    318    20    16    
688    353    14    19    
557    399    47    37    
736    474    25    14    
759    539    24    12    
558    546    32    16    
448    552    20    20    
792    556    18    14    
565    561    71    49    
730    564    23    29    
627    581    57    27    
498    597    22    18    
643    606    48    44    
381    617    24    18    
487    617    13    14    
527    624    28    16    
586    651    35    31    
512    673    23    15    
694    681    34    27    
620    688    20    20    
712    697    40    42    
809    726    23    17    
477    731    15    18    
475    753    17    16    
536    758    21    16    
632    762    22    17    
811    778    18    15    
555    784    29    19    
569    805    16    15    
811    832    26    40    
596    835    18    13    
651    836    24    15    
757    840    23    15    
549    848    23    15    
775    862    18    17    
599    874    15    23    
816    875    20    15    
801    899    36    40    
720    907    29    27    
723    932    21    14    
