minx    miny    width    height    
188    0    125    220    
187    1    3    218    
827    51    10    35    
824    125    12    18    
346    184    36    13    
397    194    25    30    
259    238    79    70    
344    290    24    16    
283    319    148    164    
558    356    12    15    
571    379    22    19    
467    407    76    43    
458    465    23    22    
264    473    42    27    
474    505    40    45    
574    525    15    22    
619    537    43    50    
456    548    18    23    
526    555    36    24    
668    566    18    31    
575    570    55    64    
197    593    17    15    
551    626    37    29    
586    646    19    14    
501    647    19    14    
443    663    94    76    
518    663    19    15    
212    665    33    19    
568    670    40    45    
280    694    17    23    
239    707    22    17    
465    723    34    30    
304    727    30    12    
342    730    24    34    
406    732    14    23    
250    735    38    40    
229    766    19    31    
352    766    104    77    
515    781    17    17    
188    791    17    25    
308    804    27    25    
589    811    32    23    
629    819    60    55    
544    824    24    28    
206    825    23    16    
623    825    25    21    
241    837    24    28    
606    841    19    17    
546    878    33    14    
442    879    27    28    
427    891    18    21    
597    891    23    10    
485    895    18    16    
419    912    16    15    
321    928    21    31    
374    964    27    26    
478    970    24    13    
418    980    18    15    
