minx    miny    width    height    
188    0    155    299    
407    0    26    25    
790    0    46    17    
786    1    21    37    
799    41    37    26    
431    231    14    13    
261    233    38    15    
214    250    100    120    
421    251    21    25    
366    274    29    19    
187    277    1    558    
322    289    46    21    
406    319    26    13    
504    342    25    10    
274    357    42    17    
251    367    20    16    
507    421    16    14    
447    435    33    27    
365    449    21    25    
542    465    15    20    
467    466    28    27    
597    468    25    46    
420    508    31    25    
466    512    34    15    
595    523    14    22    
405    527    32    32    
525    541    40    55    
604    545    10    18    
477    550    27    20    
557    551    24    18    
467    558    31    29    
214    580    19    22    
501    581    25    17    
412    585    26    27    
487    627    20    40    
298    641    24    12    
549    642    21    25    
361    643    33    16    
627    665    31    25    
490    675    26    13    
293    686    22    13    
401    689    18    18    
545    691    29    23    
416    697    17    15    
595    705    36    35    
517    714    18    14    
492    717    20    18    
592    728    22    14    
427    733    21    18    
295    759    171    95    
411    768    29    23    
581    782    21    16    
460    795    32    16    
289    828    22    16    
238    837    30    26    
221    845    17    23    
510    879    19    11    
354    886    23    15    
374    901    58    33    
526    958    26    16    
