minx    miny    width    height    
189    0    113    36    
753    21    85    141    
478    154    25    14    
564    238    18    19    
454    279    26    27    
337    281    25    20    
492    290    31    20    
592    296    16    13    
238    300    26    25    
580    311    43    41    
303    364    18    15    
595    407    33    23    
687    419    15    19    
212    422    24    21    
546    423    17    14    
583    438    19    16    
404    443    14    20    
415    443    14    18    
187    453    14    37    
302    456    30    22    
209    459    24    23    
690    461    14    27    
414    465    26    14    
470    465    32    26    
569    471    13    20    
343    472    17    18    
304    484    42    37    
525    496    23    18    
371    497    30    13    
325    510    60    59    
294    512    17    14    
240    521    27    20    
554    527    14    21    
271    530    24    35    
647    530    33    23    
480    545    25    26    
400    548    23    20    
299    556    13    13    
658    558    18    23    
539    570    19    33    
250    571    20    10    
263    582    38    25    
354    595    16    12    
691    595    31    47    
491    601    21    19    
618    604    15    20    
529    605    31    22    
241    607    78    65    
188    613    43    22    
534    631    20    23    
569    636    31    23    
367    641    13    17    
338    658    21    14    
366    663    17    13    
459    663    20    20    
555    663    14    19    
194    687    25    21    
306    708    18    12    
490    709    30    17    
410    715    22    13    
224    722    24    15    
268    724    49    62    
394    775    23    14    
379    789    83    51    
565    798    17    16    
529    801    18    20    
443    847    33    11    
